Gene	Name/Alias	HGNC ID	Location	Metabolic pathway	Reference
PPP4C	protein phosphatase 4 catalytic subunit	HGNC:9319	16p11.2	Isolated	
PPP5C	protein phosphatase 5 catalytic subunit	HGNC:9322	19q13.32	Isolated	
PPP6C	protein phosphatase 6 catalytic subunit	HGNC:9323	9q33.3	Isolated	
PPT1	palmitoyl-protein thioesterase 1	HGNC:9325	1p34.2	Isolated	
PPT2	palmitoyl-protein thioesterase 2	HGNC:9326	6p21.32	Isolated	
PPWD1	peptidylprolyl isomerase domain and WD repeat containing 1	HGNC:28954	5q12.3	Isolated	
PREP	prolyl endopeptidase	HGNC:9358	6q21	Isolated	
PITRM1	pitrilysin metallopeptidase 1	HGNC:17663	10p15.2	Isolated	
PRKAA1	protein kinase AMP-activated catalytic subunit alpha 1	HGNC:9376	5p13.1	Isolated	
PRKAA2	protein kinase AMP-activated catalytic subunit alpha 2	HGNC:9377	1p32.2	Isolated	
PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2	HGNC:9379	1q21.1	Isolated	
PRKACA	protein kinase cAMP-activated catalytic subunit alpha	HGNC:9380	19p13.12	Isolated	
PRKACB	protein kinase cAMP-activated catalytic subunit beta	HGNC:9381	1p31.1	Isolated	
PRKACG	protein kinase cAMP-activated catalytic subunit gamma	HGNC:9382	9q21.11	Isolated	
PRKAG2	protein kinase AMP-activated non-catalytic subunit gamma 2	HGNC:9386	7q36.1	Isolated	
PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha	HGNC:9388	17q24.2	Isolated	
PRKAR1B	protein kinase cAMP-dependent type I regulatory subunit beta	HGNC:9390	7p22.3	Isolated	
PRKAR2A	protein kinase cAMP-dependent type II regulatory subunit alpha	HGNC:9391	3p21.31	Isolated	
PRKAR2B	protein kinase cAMP-dependent type II regulatory subunit beta	HGNC:9392	7q22.3	Isolated	
PRKCA	protein kinase C alpha	HGNC:9393	17q24.2	Isolated	
PRKCB	protein kinase C beta	HGNC:9395	16p12.2-p12.1	Isolated	
PRKCD	protein kinase C delta	HGNC:9399	3p21.1	Isolated	
PRKCE	protein kinase C epsilon	HGNC:9401	2p21	Isolated	
PRKCG	protein kinase C gamma	HGNC:9402	19q13.42	Isolated	
PRKCH	protein kinase C eta	HGNC:9403	14q23.1	Isolated	
PRKCI	protein kinase C iota	HGNC:9404	3q26.2	Isolated	
PRKCQ	protein kinase C theta	HGNC:9410	10p15.1	Isolated	
PRKCSH	protein kinase C substrate 80K-H	HGNC:9411	19p13.2	Isolated	
PRKCZ	protein kinase C zeta	HGNC:9412	1p36.33	Isolated	
PRKD1	protein kinase D1	HGNC:9407	14q12	Isolated	
PRKD2	protein kinase D2	HGNC:17293	19q13.32	Isolated	
PRKD3	protein kinase D3	HGNC:9408	2p22.2	Isolated	
PRKDC	protein kinase, DNA-activated, catalytic subunit	HGNC:9413	8q11.21	Isolated	
PRKG1	protein kinase cGMP-dependent 1	HGNC:9414	10q11.23-q21.1	Isolated	
PRKG2	protein kinase cGMP-dependent 2	HGNC:9416	4q21.21	Isolated	
PRKN	parkin RBR E3 ubiquitin protein ligase	HGNC:8607	6q26	Isolated	
PRKX	protein kinase X-linked	HGNC:9441	Xp22.33	Isolated	
PRPF4B	pre-mRNA processing factor 4B	HGNC:17346	6p25.2	Isolated	
PRRT2	proline rich transmembrane protein 2	HGNC:30500	16p11.2	Isolated	
PSKH1	protein serine kinase H1	HGNC:9529	16q22.1	Isolated	
PSKH2	protein serine kinase H2	HGNC:18997	8q21.3	Isolated	
PTPMT1	protein tyrosine phosphatase mitochondrial 1	HGNC:26965	11p11.2	Isolated	
PTRH1	peptidyl-tRNA hydrolase 1 homolog	HGNC:27039	9q34.11	Isolated	
PTRH2	peptidyl-tRNA hydrolase 2	HGNC:24265	17q23.1	Isolated	
PUS1	pseudouridine synthase 1	HGNC:15508	12q24.33	Isolated	
QPCT	glutaminyl-peptide cyclotransferase	HGNC:9753	2p22.2	Isolated	
QTRT1	queuine tRNA-ribosyltransferase catalytic subunit 1	HGNC:23797	19p13.3	Isolated	
QTRT2	queuine tRNA-ribosyltransferase accessory subunit 2	HGNC:25771	3q13.31	Isolated	
RAD18	RAD18 E3 ubiquitin protein ligase	HGNC:18278	3p25.3	Isolated	
RAG1	recombination activating 1	HGNC:9831	11p12	Isolated	
RBBP6	RB binding protein 6, ubiquitin ligase	HGNC:9889	16p12.1	Isolated	
RCHY1	ring finger and CHY zinc finger domain containing 1	HGNC:17479	4q21.1	Isolated	
RCL1	RNA terminal phosphate cyclase like 1	HGNC:17687	9p24.1	Isolated	
RFWD3	ring finger and WD repeat domain 3	HGNC:25539	16q23.1	Isolated	
RIOK1	RIO kinase 1	HGNC:18656	6p24.3	Isolated	
RIOK2	RIO kinase 2	HGNC:18999	5q15	Isolated	
RIOK3	RIO kinase 3	HGNC:11451	18q11.2	Isolated	
RIPK1	receptor interacting serine/threonine kinase 1	HGNC:10019	6p25.2	Isolated	
RIPK2	receptor interacting serine/threonine kinase 2	HGNC:10020	8q21.3	Isolated	
RIPK3	receptor interacting serine/threonine kinase 3	HGNC:10021	14q12	Isolated	
RIPK4	receptor interacting serine/threonine kinase 4	HGNC:496	21q22.3	Isolated	
RNF103	ring finger protein 103	HGNC:12859	2p11.2	Isolated	
RNF115	ring finger protein 115	HGNC:18154	1q21.1	Isolated	
RNF123	ring finger protein 123	HGNC:21148	3p21.31	Isolated	
RNF125	ring finger protein 125	HGNC:21150	18q12.1	Isolated	
RNF126	ring finger protein 126	HGNC:21151	19p13.3	Isolated	
RNF128	ring finger protein 128	HGNC:21153	Xq22.3	Isolated	
RNF13	ring finger protein 13	HGNC:10057	3q25.1	Isolated	
RNF130	ring finger protein 130	HGNC:18280	5q35.3	Isolated	
RNF133	ring finger protein 133	HGNC:21154	7q31.32	Isolated	
RNF138	ring finger protein 138	HGNC:17765	18q12.1	Isolated	
RNF139	ring finger protein 139	HGNC:17023	8q24.13	Isolated	
RNF14	ring finger protein 14	HGNC:10058	5q31.3	Isolated	
RNF144A	ring finger protein 144A	HGNC:20457	2p25.1	Isolated	
RNF144B	ring finger protein 144B	HGNC:21578	6p22.3	Isolated	
RNF146	ring finger protein 146	HGNC:21336	6q22.33	Isolated	
RNF149	ring finger protein 149	HGNC:23137	2q11.2	Isolated	
RNF152	ring finger protein 152	HGNC:26811	18q21.33	Isolated	
RNF167	ring finger protein 167	HGNC:24544	17p13.2	Isolated	
RNF180	ring finger protein 180	HGNC:27752	5q12.3	Isolated	
RNF182	ring finger protein 182	HGNC:28522	6p23	Isolated	
RNF185	ring finger protein 185	HGNC:26783	22q12.2	Isolated	
RNF187	ring finger protein 187	HGNC:27146	1q42.13	Isolated	
RNF19A	ring finger protein 19A, RBR E3 ubiquitin protein ligase	HGNC:13432	8q22.2	Isolated	
RNF19B	ring finger protein 19B	HGNC:26886	1p35.1	Isolated	
RNF216	ring finger protein 216	HGNC:21698	7p22.1	Isolated	
RNF217	ring finger protein 217	HGNC:21487	6q22.31	Isolated	
RNF25	ring finger protein 25	HGNC:14662	2q35	Isolated	
RNF31	ring finger protein 31	HGNC:16031	14q12	Isolated	
RNF41	ring finger protein 41	HGNC:18401	12q13.3	Isolated	
RNF5	ring finger protein 5	HGNC:10068	6p21.32	Isolated	
RNF8	ring finger protein 8	HGNC:10071	6p21.2	Isolated	
RNGTT	RNA guanylyltransferase and 5'-phosphatase	HGNC:10073	6q15	Isolated	
RNMT	RNA guanine-7 methyltransferase	HGNC:10075	18p11.21	Isolated	
ROCK1	Rho associated coiled-coil containing protein kinase 1	HGNC:10251	18q11.1	Isolated	
ROCK2	Rho associated coiled-coil containing protein kinase 2	HGNC:10252	2p25.1	Isolated	
RORA	RAR related orphan receptor A	HGNC:10258	15q22.2	Isolated	
RPAP2	RNA polymerase II associated protein 2	HGNC:25791	1p22.1	Isolated	
RPS6KA1	ribosomal protein S6 kinase A1	HGNC:10430	1p36.11	Isolated	
RPS6KA2	ribosomal protein S6 kinase A2	HGNC:10431	6q27	Isolated	
RPS6KA3	ribosomal protein S6 kinase A3	HGNC:10432	Xp22.12	Isolated	
RPS6KA4	ribosomal protein S6 kinase A4	HGNC:10433	11q13.1	Isolated	
RPS6KA5	ribosomal protein S6 kinase A5	HGNC:10434	14q32.11	Isolated	
RPS6KA6	ribosomal protein S6 kinase A6	HGNC:10435	Xq21.1	Isolated	
RPS6KB1	ribosomal protein S6 kinase B1	HGNC:10436	17q23.1	Isolated	
RPS6KB2	ribosomal protein S6 kinase B2	HGNC:10437	11q13.2	Isolated	
RPS6KC1	ribosomal protein S6 kinase C1	HGNC:10439	1q32.3	Isolated	
RTCA	RNA 3'-terminal phosphate cyclase	HGNC:17981	1p21.2	Isolated	
RXRA	retinoid X receptor alpha	HGNC:10477	9q34.2	Isolated	
SAP130	Sin3A associated protein 130	HGNC:29813	2q14.3	Isolated	
SF3B3	splicing factor 3b subunit 3	HGNC:10770	16q22.1	Isolated	
SBK1	SH3 domain binding kinase 1	HGNC:17699	16p12.1	Isolated	
SCLY	selenocysteine lyase	HGNC:18161	2q37.3	Isolated	
SETD5	SET domain containing 5	HGNC:25566	3p25.3	Isolated	
SGK1	serum/glucocorticoid regulated kinase 1	HGNC:10810	6q23.2	Isolated	
SGK2	serum/glucocorticoid regulated kinase 2	HGNC:13900	20q13.12	Isolated	
SGK3	serum/glucocorticoid regulated kinase family member 3	HGNC:10812	8q13.1	Isolated	
SGK3	serum/glucocorticoid regulated kinase family member 3	HGNC:10812	8q13.1	Isolated	
SH3RF1	SH3 domain containing ring finger 1	HGNC:17650	4q32.3-q33	Isolated	
SH3RF2	SH3 domain containing ring finger 2	HGNC:26299	5q32	Isolated	
SH3RF3	SH3 domain containing ring finger 3	HGNC:24699	2q13	Isolated	
SHPRH	SNF2 histone linker PHD RING helicase	HGNC:19336	6q24.3	Isolated	
SI	sucrase-isomaltase	HGNC:10856	3q26.1	Isolated	
PMEL	premelanosome protein	HGNC:10880	12q13.2	Isolated	
SIAE	sialic acid acetylesterase	HGNC:18187	11q24.2	Isolated	
SIAH1	siah E3 ubiquitin protein ligase 1	HGNC:10857	16q12.1	Isolated	
SIAH2	siah E3 ubiquitin protein ligase 2	HGNC:10858	3q25.1	Isolated	
SIK2	salt inducible kinase 2	HGNC:21680	11q23.1	Isolated	
SIK3	SIK family kinase 3	HGNC:29165	11q23.3	Isolated	
SIN3A	SIN3 transcription regulator family member A	HGNC:19353	15q24.2	Isolated	
SIN3B	SIN3 transcription regulator family member B	HGNC:19354	19p13.11	Isolated	
SLK	STE20 like kinase	HGNC:11088	10q24.33-q25.1	Isolated	
FYN	FYN proto-oncogene, Src family tyrosine kinase	HGNC:4037	6q21	Isolated	
SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	HGNC:11108	7q36.1	Isolated	
SMG1	SMG1 nonsense mediated mRNA decay associated PI3K related kinase	HGNC:30045	16p12.3	Isolated	
SMURF1	SMAD specific E3 ubiquitin protein ligase 1	HGNC:16807	7q22.1	Isolated	
SMURF2	SMAD specific E3 ubiquitin protein ligase 2	HGNC:16809	17q23.3-q24.1	Isolated	
SNRK	SNF related kinase	HGNC:30598	3p22.1	Isolated	
SORD	sorbitol dehydrogenase	HGNC:11184	15q21.1	Isolated	
SPEG	striated muscle enriched protein kinase	HGNC:16901	2q35	Isolated	
SRPK1	SRSF protein kinase 1	HGNC:11305	6p21.31	Isolated	
SRPK2	SRSF protein kinase 2	HGNC:11306	7q22.3	Isolated	
SRPK3	SRSF protein kinase 3	HGNC:11402	Xq28	Isolated	
SSH1	slingshot protein phosphatase 1	HGNC:30579	12q24.11	Isolated	
SSH2	slingshot protein phosphatase 2	HGNC:30580	17q11.2	Isolated	
SSH3	slingshot protein phosphatase 3	HGNC:30581	11q13.2	Isolated	
SSU72	SSU72 homolog, RNA polymerase II CTD phosphatase	HGNC:25016	1p36.33	Isolated	
STAMBP	STAM binding protein	HGNC:16950	2p13.1	Isolated	
STAMBPL1	STAM binding protein like 1	HGNC:24105	10q23.31	Isolated	
STK10	serine/threonine kinase 10	HGNC:11388	5q35.1	Isolated	
STK11	serine/threonine kinase 11	HGNC:11389	19p13.3	Isolated	
STK16	serine/threonine kinase 16	HGNC:11394	2q35	Isolated	
STK17A	serine/threonine kinase 17a	HGNC:11395	7p13	Isolated	
STK17B	serine/threonine kinase 17b	HGNC:11396	2q32.3	Isolated	
STK19	serine/threonine kinase 19	HGNC:11398	6p21.33	Isolated	
STK24	serine/threonine kinase 24	HGNC:11403	13q32.2	Isolated	
STK25	serine/threonine kinase 25	HGNC:11404	2q37.3	Isolated	
STK26	serine/threonine kinase 26	HGNC:18174	Xq26.2	Isolated	
STK3	serine/threonine kinase 3	HGNC:11406	8q22.2	Isolated	
STK24	serine/threonine kinase 24	HGNC:11403	13q32.2	Isolated	
STK31	serine/threonine kinase 31	HGNC:11407	7p15.3	Isolated	
STK32A	serine/threonine kinase 32A	HGNC:28317	5q32	Isolated	
STK32B	serine/threonine kinase 32B	HGNC:14217	4p16.2	Isolated	
STK32C	serine/threonine kinase 32C	HGNC:21332	10q26.3	Isolated	
STK33	serine/threonine kinase 33	HGNC:14568	11p15.4	Isolated	
STK35	serine/threonine kinase 35	HGNC:16254	20p13	Isolated	
STK36	serine/threonine kinase 36	HGNC:17209	2q35	Isolated	
STK38	serine/threonine kinase 38	HGNC:17847	6p21.31	Isolated	
STK38L	serine/threonine kinase 38 like	HGNC:17848	12p11.23	Isolated	
STK39	serine/threonine kinase 39	HGNC:17717	2q24.3	Isolated	
STK4	serine/threonine kinase 4	HGNC:11408	20q13.12	Isolated	
STUB1	STIP1 homology and U-box containing protein 1	HGNC:11427	16p13.3	Isolated	
STYXL1	serine/threonine/tyrosine interacting like 1	HGNC:18165	7q11.23	Isolated	
SYVN1	synoviolin 1	HGNC:20738	11q13.1	Isolated	
TAF1	TATA-box binding protein associated factor 1	HGNC:11535	Xq13.1	Isolated	
TAOK1	TAO kinase 1	HGNC:29259	17q11.2	Isolated	
TAOK2	TAO kinase 2	HGNC:16835	16p11.2	Isolated	
TAOK3	TAO kinase 3	HGNC:18133	12q24.23	Isolated	
TBK1	TANK binding kinase 1	HGNC:11584	12q14.2	Isolated	
TBL1XR1	TBL1X receptor 1	HGNC:29529	3q26.32	Isolated	
TESK1	testis associated actin remodelling kinase 1	HGNC:11731	9p13.3	Isolated	
TESK2	testis associated actin remodelling kinase 2	HGNC:11732	1p34.1	Isolated	
TGM1	transglutaminase 1	HGNC:11777	14q12	Isolated	
TGM2	transglutaminase 2	HGNC:11778	20q11.23	Isolated	
TGM3	transglutaminase 3	HGNC:11779	20p13	Isolated	
TGM4	transglutaminase 4	HGNC:11780	3p21.31	Isolated	
TGM5	transglutaminase 5	HGNC:11781	15q15.2	Isolated	
TGM6	transglutaminase 6	HGNC:16255	20p13	Isolated	
TGM7	transglutaminase 7	HGNC:30790	15q15.2	Isolated	
TGS1	trimethylguanosine synthase 1	HGNC:17843	8q12.1	Isolated	
THOP1	thimet oligopeptidase 1	HGNC:11793	19p13.3	Isolated	
TIPARP	TCDD inducible poly(ADP-ribose) polymerase	HGNC:23696	3q25.31	Isolated	
TLK1	tousled like kinase 1	HGNC:11841	2q31.1	Isolated	
TLK2	tousled like kinase 2	HGNC:11842	17q23.2	Isolated	
TMPPE	transmembrane protein with metallophosphoesterase domain	HGNC:33865	3p22.3	Isolated	
TMX3	thioredoxin related transmembrane protein 3	HGNC:24718	18q22.1	Isolated	
TNIK	TRAF2 and NCK interacting kinase	HGNC:30765	3q26.2-q26.31	Isolated	
TOPORS	TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase	HGNC:21653	9p21.1	Isolated	
TP53RK	TP53 regulating kinase	HGNC:16197	20q13.12	Isolated	
TPMT	thiopurine S-methyltransferase	HGNC:12014	6p22.3	Isolated	
TPP1	tripeptidyl peptidase 1	HGNC:2073	11p15.4	Isolated	
ACD	ACD shelterin complex subunit and telomerase recruitment factor	HGNC:25070	16q22.1	Isolated	
TPSAB1	tryptase alpha/beta 1	HGNC:12019	16p13.3	Isolated	
TPSB2	tryptase beta 2	HGNC:14120	16p13.3	Isolated	
TPSD1	tryptase delta 1	HGNC:14118	16p13.3	Isolated	
TRAF7	TNF receptor associated factor 7	HGNC:20456	16p13.3	Isolated	
TRHDE	thyrotropin releasing hormone degrading enzyme	HGNC:30748	12q21.1	Isolated	
TRIM11	tripartite motif containing 11	HGNC:16281	1q42.13	Isolated	
TRIM32	tripartite motif containing 32	HGNC:16380	9q33.1	Isolated	
TRIM33	tripartite motif containing 33	HGNC:16290	1p13.2	Isolated	
TRIM5	tripartite motif containing 5	HGNC:16276	11p15.4	Isolated	
TRIM63	tripartite motif containing 63	HGNC:16007	1p36.11	Isolated	
TRIO	trio Rho guanine nucleotide exchange factor	HGNC:12303	5p15.2	Isolated	
TRIP12	thyroid hormone receptor interactor 12	HGNC:12306	2q36.3	Isolated	
TRIT1	tRNA isopentenyltransferase 1	HGNC:20286	1p34.2	Isolated	
TRMT1	tRNA methyltransferase 1	HGNC:25980	19p13.13	Isolated	
TRMT11	tRNA methyltransferase 11 homolog	HGNC:21080	6q22.32	Isolated	
TRMT1L	tRNA methyltransferase 1 like	HGNC:16782	1q25.3	Isolated	
TRMU	tRNA mitochondrial 2-thiouridylase	HGNC:25481	22q13.31	Isolated	
TSSK1B	testis specific serine kinase 1B	HGNC:14968	5q22.2	Isolated	
TSSK2	testis specific serine kinase 2	HGNC:11401	22q11.21	Isolated	
TSSK3	testis specific serine kinase 3	HGNC:15473	1p35.1	Isolated	
TSSK4	testis specific serine kinase 4	HGNC:19825	14q12	Isolated	
TSSK6	testis specific serine kinase 6	HGNC:30410	19p13.11	Isolated	
TTC3	tetratricopeptide repeat domain 3	HGNC:12393	21q22.13	Isolated	
TTK	TTK protein kinase	HGNC:12401	6q14.1	Isolated	
TTL	tubulin tyrosine ligase	HGNC:21586	2q14.1	Isolated	
LINC00598	long intergenic non-protein coding RNA 598	HGNC:42770	13q14.11	Isolated	
TTLL10	tubulin tyrosine ligase like 10	HGNC:26693	1p36.33	Isolated	
TTN	titin	HGNC:12403	2q31.2	Isolated	
UBA1	ubiquitin like modifier activating enzyme 1	HGNC:12469	Xp11.3	Isolated	
UBA3	ubiquitin like modifier activating enzyme 3	HGNC:12470	3p14.1	Isolated	
UBA6	ubiquitin like modifier activating enzyme 6	HGNC:25581	4q13.2	Isolated	
UBA7	ubiquitin like modifier activating enzyme 7	HGNC:12471	3p21.31	Isolated	
UBE2A	ubiquitin conjugating enzyme E2 A	HGNC:12472	Xq24	Isolated	
UBE2B	ubiquitin conjugating enzyme E2 B	HGNC:12473	5q31.1	Isolated	
UBE2C	ubiquitin conjugating enzyme E2 C	HGNC:15937	20q13.12	Isolated	
UBE2D1	ubiquitin conjugating enzyme E2 D1	HGNC:12474	10q21.1	Isolated	
UBE2D2	ubiquitin conjugating enzyme E2 D2	HGNC:12475	5q31.2	Isolated	
UBE2D3	ubiquitin conjugating enzyme E2 D3	HGNC:12476	4q24	Isolated	
UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative)	HGNC:21647	7p13	Isolated	
UBE2E1	ubiquitin conjugating enzyme E2 E1	HGNC:12477	3p24.2	Isolated	
UBE2E2	ubiquitin conjugating enzyme E2 E2	HGNC:12478	3p24.3	Isolated	
UBE2E3	ubiquitin conjugating enzyme E2 E3	HGNC:12479	2q31.3	Isolated	
UBE2F	ubiquitin conjugating enzyme E2 F (putative)	HGNC:12480	2q37.3	Isolated	
UBE2G1	ubiquitin conjugating enzyme E2 G1	HGNC:12482	17p13.2	Isolated	
UBE2G2	ubiquitin conjugating enzyme E2 G2	HGNC:12483	21q22.3	Isolated	
UBE2H	ubiquitin conjugating enzyme E2 H	HGNC:12484	7q32.2	Isolated	
UBE2I	ubiquitin conjugating enzyme E2 I	HGNC:12485	16p13.3	Isolated	
UBE2J1	ubiquitin conjugating enzyme E2 J1	HGNC:17598	6q15	Isolated	
UBE2J2	ubiquitin conjugating enzyme E2 J2	HGNC:19268	1p36.33	Isolated	
UBE2K	ubiquitin conjugating enzyme E2 K	HGNC:4914	4p14	Isolated	
UBE2L3	ubiquitin conjugating enzyme E2 L3	HGNC:12488	22q11.21	Isolated	
UBE2L6	ubiquitin conjugating enzyme E2 L6	HGNC:12490	11q12.1	Isolated	
UBE2M	ubiquitin conjugating enzyme E2 M	HGNC:12491	19q13.43	Isolated	
UBE2N	ubiquitin conjugating enzyme E2 N	HGNC:12492	12q22	Isolated	
UBE2NL	ubiquitin conjugating enzyme E2 N like (gene/pseudogene)	HGNC:31710	Xq27.3	Isolated	
UBE2O	ubiquitin conjugating enzyme E2 O	HGNC:29554	17q25.1	Isolated	
UBE2Q1	ubiquitin conjugating enzyme E2 Q1	HGNC:15698	1q21.3	Isolated	
UBE2Q2	ubiquitin conjugating enzyme E2 Q2	HGNC:19248	15q24.2	Isolated	
UBE2QL1	ubiquitin conjugating enzyme E2 Q family like 1	HGNC:37269	5p15.31	Isolated	
UBE2R2	ubiquitin conjugating enzyme E2 R2	HGNC:19907	9p13.3	Isolated	
UBE2S	ubiquitin conjugating enzyme E2 S	HGNC:17895	19q13.42	Isolated	
UBE2T	ubiquitin conjugating enzyme E2 T	HGNC:25009	1q32.1	Isolated	
UBE2U	ubiquitin conjugating enzyme E2 U	HGNC:28559	1p31.3	Isolated	
UBE2W	ubiquitin conjugating enzyme E2 W	HGNC:25616	8q21.11	Isolated	
UBE2Z	ubiquitin conjugating enzyme E2 Z	HGNC:25847	17q21.32	Isolated	
UBE3A	ubiquitin protein ligase E3A	HGNC:12496	15q11.2	Isolated	
UBE3B	ubiquitin protein ligase E3B	HGNC:13478	12q24.11	Isolated	
UBE3C	ubiquitin protein ligase E3C	HGNC:16803	7q36.3	Isolated	
UBE4A	ubiquitination factor E4A	HGNC:12499	11q23.3	Isolated	
UBE4B	ubiquitination factor E4B	HGNC:12500	1p36.22	Isolated	
UBLCP1	ubiquitin like domain containing CTD phosphatase 1	HGNC:28110	5q33.3	Isolated	
UBR1	ubiquitin protein ligase E3 component n-recognin 1	HGNC:16808	15q15.2	Isolated	
UBR2	ubiquitin protein ligase E3 component n-recognin 2	HGNC:21289	6p21.1	Isolated	
UBR3	ubiquitin protein ligase E3 component n-recognin 3	HGNC:30467	2q31.1	Isolated	
UBR4	ubiquitin protein ligase E3 component n-recognin 4	HGNC:30313	1p36.13	Isolated	
UBR5	ubiquitin protein ligase E3 component n-recognin 5	HGNC:16806	8q22.3	Isolated	
UBR7	ubiquitin protein ligase E3 component n-recognin 7	HGNC:20344	14q32.12	Isolated	
UGT1A1	UDP glucuronosyltransferase family 1 member A1	HGNC:12530	2q37.1	Isolated	
UGT1A10	UDP glucuronosyltransferase family 1 member A10	HGNC:12531	2q37.1	Isolated	
UGT1A3	UDP glucuronosyltransferase family 1 member A3	HGNC:12535	2q37.1	Isolated	
UGT1A4	UDP glucuronosyltransferase family 1 member A4	HGNC:12536	2q37.1	Isolated	
UGT1A5	UDP glucuronosyltransferase family 1 member A5	HGNC:12537	2q37.1	Isolated	
UGT1A6	UDP glucuronosyltransferase family 1 member A6	HGNC:12538	2q37.1	Isolated	
UGT1A7	UDP glucuronosyltransferase family 1 member A7	HGNC:12539	2q37.1	Isolated	
UGT1A8	UDP glucuronosyltransferase family 1 member A8	HGNC:12540	2q37.1	Isolated	
UGT1A9	UDP glucuronosyltransferase family 1 member A9	HGNC:12541	2q37.1	Isolated	
UGT2A1	UDP glucuronosyltransferase family 2 member A1 complex locus	HGNC:12542	4q13.3	Isolated	
UGT2A3	UDP glucuronosyltransferase family 2 member A3	HGNC:28528	4q13.2	Isolated	
UGT2B10	UDP glucuronosyltransferase family 2 member B10	HGNC:12544	4q13.2	Isolated	
UGT2B11	UDP glucuronosyltransferase family 2 member B11	HGNC:12545	4q13.2	Isolated	
UGT2B4	UDP glucuronosyltransferase family 2 member B4	HGNC:12553	4q13.3	Isolated	
UGT2B15	UDP glucuronosyltransferase family 2 member B15	HGNC:12546	4q13.2	Isolated	
UGT2B17	UDP glucuronosyltransferase family 2 member B17	HGNC:12547	4q13.2	Isolated	
UGT2B28	UDP glucuronosyltransferase family 2 member B28	HGNC:13479	4q13.2	Isolated	
UGT2B4	UDP glucuronosyltransferase family 2 member B4	HGNC:12553	4q13.3	Isolated	
UGT2B7	UDP glucuronosyltransferase family 2 member B7	HGNC:12554	4q13.2	Isolated	
UGT3A1	UDP glycosyltransferase family 3 member A1	HGNC:26625	5p13.2	Isolated	
UGT3A2	UDP glycosyltransferase family 3 member A2	HGNC:27266	5p13.2	Isolated	
UHMK1	U2AF homology motif kinase 1	HGNC:19683	1q23.3	Isolated	
UHRF1	ubiquitin like with PHD and ring finger domains 1	HGNC:12556	19p13.3	Isolated	
UHRF2	ubiquitin like with PHD and ring finger domains 2	HGNC:12557	9p24.1	Isolated	
ULK1	unc-51 like autophagy activating kinase 1	HGNC:12558	12q24.33	Isolated	
ULK2	unc-51 like autophagy activating kinase 2	HGNC:13480	17p11.2	Isolated	
ULK3	unc-51 like kinase 3	HGNC:19703	15q24.1	Isolated	
ULK4	unc-51 like kinase 4	HGNC:15784	3p22.1	Isolated	
USP1	ubiquitin specific peptidase 1	HGNC:12607	1p31.3	Isolated	
USP10	ubiquitin specific peptidase 10	HGNC:12608	16q24.1	Isolated	
USP32	ubiquitin specific peptidase 32	HGNC:19143	17q23.3	Isolated	
USP11	ubiquitin specific peptidase 11	HGNC:12609	Xp11.3	Isolated	
USP12	ubiquitin specific peptidase 12	HGNC:20485	13q12.13	Isolated	
USP12P1	USP12 pseudogene 1	HGNC:12610	5q33-q34	Isolated	
USP13	ubiquitin specific peptidase 13	HGNC:12611	3q26.33	Isolated	
USP14	ubiquitin specific peptidase 14	HGNC:12612	18p11.32	Isolated	
USP15	ubiquitin specific peptidase 15	HGNC:12613	12q14.1	Isolated	
USP16	ubiquitin specific peptidase 16	HGNC:12614	21q21	Isolated	
USP21	ubiquitin specific peptidase 21	HGNC:12620	1q23.3	Isolated	
USP17L2	ubiquitin specific peptidase 17 like family member 2	HGNC:34434	8p23.1	Isolated	
USP17L22	ubiquitin specific peptidase 17 like family member 22	HGNC:44450	4p16.1	Isolated	
USP17L24	ubiquitin specific peptidase 17 like family member 24	HGNC:44453	4p16.1	Isolated	
USP17L25	ubiquitin specific peptidase 17 like family member 25	HGNC:44452	4p16.1	Isolated	
USP17L26	ubiquitin specific peptidase 17 like family member 26	HGNC:44454	4p16.1	Isolated	
USP17L27	ubiquitin specific peptidase 17 like family member 27	HGNC:44455	4p16.1	Isolated	
USP17L28	ubiquitin specific peptidase 17 like family member 28	HGNC:44456	4p16.1	Isolated	
USP17L29	ubiquitin specific peptidase 17 like family member 29	HGNC:44457	4p16.1	Isolated	
USP17L30	ubiquitin specific peptidase 17 like family member 30	HGNC:44458	4p16.1	Isolated	
USP17L5	ubiquitin specific peptidase 17 like family member 5	HGNC:37177	4p16.1	Isolated	
USP18	ubiquitin specific peptidase 18	HGNC:12616	22q11.2	Isolated	
USP19	ubiquitin specific peptidase 19	HGNC:12617	3p21.31	Isolated	
USP2	ubiquitin specific peptidase 2	HGNC:12618	11q23.3	Isolated	
USP20	ubiquitin specific peptidase 20	HGNC:12619	9q34.2	Isolated	
USP21	ubiquitin specific peptidase 21	HGNC:12620	1q23.3	Isolated	
USP25	ubiquitin specific peptidase 25	HGNC:12624	21q21.1	Isolated	
USP22	ubiquitin specific peptidase 22	HGNC:12621	17p11.2	Isolated	
USP24	ubiquitin specific peptidase 24	HGNC:12623	1p32.3	Isolated	
USP25	ubiquitin specific peptidase 25	HGNC:12624	21q21.1	Isolated	
